annotation_id,item_id,movieId,title,genres,release_date,poster_url,overview,vlm_visual_information_gap_score,vlm_cross_modal_gap_score,vlm_reason,vlm_main_objects,vlm_setting,vlm_visible_action,vlm_missing_information,vlm_genre_ambiguity,vlm_emotional_tension,vlm_implied_question,score_bin,human_missing_context_1_5,human_visual_ambiguity_1_5,human_emotional_tension_1_5,human_curiosity_1_5,human_notes
A036,1503,1503,8 Heads in a Duffel Bag (1997),Comedy,1997-04-18,https://image.tmdb.org/t/p/w500/dbjS5UH7JvsQwSLMYMY5GQOSwv1.jpg,"Mafia hitman Tommy Spinelli is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",1.0,0.8220338983050849,the image implies an unresolved question: What is the purpose of the man holding the gun towards the duck in the duffel bag?,man holding a gun | duck in a duffel bag | man wearing a suit | duffel bag with a duck inside | gun with a red label,a surreal and humorous scenario involving a man and a duck in a duffel bag.,the man is holding a gun pointed at the duck in the duffel bag.,why the man is holding a gun | what the duck is doing | where the scene takes place | who the man is | the reason behind the duck being in the duffel bag,comedy | surrealism | humor,surprise | amusement | confusion,What is the purpose of the man holding the gun towards the duck in the duffel bag?,high,,,,,
A037,2053,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,1992-07-16,https://image.tmdb.org/t/p/w500/4EGqDo2pP2ZL0TCcYDGnwsU8liQ.jpg,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",1.0,0.8702409638554218,the image implies an unresolved question: What happened to the kid that caused the man to blow it up?,"man wearing glasses | dog standing on hind legs | red shoe with white sole | text 'HONEY, I BLEW UP THE KID' | man's hand holding dog",a humorous and comedic scenario involving a man and his dog,the man appears to be surprised or shocked while holding the dog,the background details | the exact location where this scene takes place | the reason why the man blew up the kid | the expressions on the man's face | the color of the man's shirt,comedy | family film | humor,surprise | amusement | confusion,What happened to the kid that caused the man to blow it up?,high,,,,,
A038,3408,3408,Erin Brockovich (2000),Drama,2000-03-17,https://image.tmdb.org/t/p/w500/eMs20iUQyZVs05Ck7Q0LNnRsstr.jpg,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",0.8,0.8194444444444445,the image implies an unresolved question: What is Erin Brockovich doing at the beach?,Erin Brockovich | child wearing a hat | sunscreen bottle | sunglasses | beach background,beach,Erin Brockovich holding a child,Erin Brockovich's full face | child's full body | specific details about the beach environment | weather conditions | Erin Brockovich's expression,drama | biography | family film,confidence | protectiveness | determination,What is Erin Brockovich doing at the beach?,middle,,,,,
A039,1689,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,1997-11-14,https://image.tmdb.org/t/p/w500/yVlIZa0u6CTN5LudxGX77Fk46iz.jpg,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",1.0,0.8825000000000001,the image implies an unresolved question: What is the relationship between Bill Murray and the woman in lingerie and the men in suits?,Bill Murray | woman in lingerie | man in suit | smoking cigarette | cityscape background,a snowy cityscape with a woman in lingerie and two men in suits standing behind her.,"Bill Murray pointing at the camera, woman in lingerie and men in suits standing behind him.",exact location of the cityscape | specific details about the women's attire | weather conditions during the scene | time of day depicted in the image | possible dialogue or interaction between characters,comedy | drama | satire,curiosity | amusement | confusion,What is the relationship between Bill Murray and the woman in lingerie and the men in suits?,high,,,,,
A040,3400,3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,1993-11-24,https://image.tmdb.org/t/p/w500/iyFmhYlioe3PDZjSKWtcIhu5R02.jpg,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and non-violent. They agree to go to the ""Middle Future"" in order to grant the wishes of children in New York City. They are to meet Dr. Bleeb of the Museum of Natural History, but get sidetracked with their new children friends and run into the Captain's evil brother, Professor Screweyes.",0.7000000000000001,0.8888157894736842,the image implies an unresolved question: What is the significance of the balloons in this scene?,Tyrannosaurus Rex | Triceratops | Pterodactyl | Two children | Cityscape background,A vibrant city street filled with colorful balloons and buildings.,"The dinosaurs are flying through the air, seemingly celebrating or moving towards the children.",The exact expressions of the children's faces. | Details about the specific types of balloons floating around.,Animation | Children's Film | Action,Excitement | Adventure | Friendship,What is the significance of the balloons in this scene?,low,,,,,
A041,3506,3506,North Dallas Forty (1979),Comedy|Drama,1979-08-03,https://image.tmdb.org/t/p/w500/5e9IeZPFmApZZ37ixq9QhYZXURq.jpg,A semi-fictional account of life as a professional football player. Loosely based on the Dallas Cowboys team of the early 1970s.,1.0,0.9733870967741935,the image implies an unresolved question: What is the significance of the two large cowboy boots in this image?,two large cowboy boots | two football players wearing white jerseys | two women in blue outfits | a bottle being held above the boots | a helmet being held above the boots,a humorous depiction of a football game with exaggerated elements,celebration and interaction between the players and women,the exact location where the event is taking place | the weather conditions during the event | the specific teams involved in the game | the time of day when the event occurred | the name of the team represented by the players,sports comedy | cartoon illustration | fan art,excitement | joy | amusement,What is the significance of the two large cowboy boots in this image?,high,,,,,
A042,3444,3444,Bloodsport (1988),Action,1988-02-26,https://image.tmdb.org/t/p/w500/kndxR9TRK0kJ5hxzDprRSS80F2W.jpg,An American Army Major goes AWOL to Hong Kong for an outlawed martial arts contest called the Kumite.,0.6,0.7905405405405406,the image implies an unresolved question: What is the significance of the golden letters on the boxing ring?,Muscular man | Boxing ring | Golden letters | Red text 'Bloodsport' | Black shorts,A boxing ring with a muscular man posing.,Posing with one arm raised and the other extended forward.,The audience or spectators in the background.,Action | Sports | Martial Arts,Confidence | Competitiveness | Strength,What is the significance of the golden letters on the boxing ring?,low,,,,,
A043,2364,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,1985-08-23,https://image.tmdb.org/t/p/w500/blKtf1L6LA3mFW8aVJzxnaI8CLn.jpg,"Originally released in Japan as ""The Return of Godzilla""  in 1984, this is the heavily re-edited, re-titled ""Godzilla 1985"".  Adding in new footage of Raymond Burr, this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 ""Godzilla King of the Monsters"", which also featured scenes with Burr edited into 1954's ""Godzilla"". This film restores the darker tone of the original, as we witness the nuclear destruction of giant lizard terrorizing Japan.",0.8,0.7894444444444445,the image implies an unresolved question: What is the significance of the year 1985 in this image?,Godzilla | airplanes | building explosion | text 'GODZILLA 1985' | sky,a cityscape under a blue sky with a dramatic explosion in the background.,"Godzilla is holding a spaceship, and airplanes are flying around it while a building explodes behind them.",the exact location of Godzilla within the city | the color of the sky other than blue | the specific type of airplane in the sky | the exact moment in time depicted | any additional characters or creatures present,science fiction | horror | action,fear | excitement | awe,What is the significance of the year 1985 in this image?,middle,,,,,
A044,1352,1352,Albino Alligator (1996),Crime|Thriller,1997-01-17,https://image.tmdb.org/t/p/w500/jOyV5Rb1MaMUl6XrWWossVTm7BA.jpg,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",1.0,0.9810344827586208,the image implies an unresolved question: What is the significance of the alligator in this scene?,man holding gun | woman standing behind man | child sitting on floor | alligator in air | table with papers,a dimly lit room with a table covered in papers and a child sitting on the floor.,"man pointing gun at child, woman observing from behind him.",exact location of alligator relative to other objects | reasons behind the man's actions | possible backstory of characters | environmental details like lighting and decor | context of the papers on the table,horror | crime drama | mystery,anxiety | fear | concern,What is the significance of the alligator in this scene?,high,,,,,
A045,3243,3243,Encino Man (1992),Comedy,1992-05-22,https://image.tmdb.org/t/p/w500/y8HtL6pyjfODdHOFgciFVFmt8Eq.jpg,"High school misfits Stoney and Dave discover a long-frozen primeval man buried in their backyard. But the thawed-out Link—as the boys have named him—quickly becomes a wild card in the teens' already zany Southern California lives. After a shave and some new clothes, Link's presence at school makes the daily drudgery a lot more interesting.",1.0,0.8206666666666668,the image implies an unresolved question: What is the significance of the skateboarder in this humorous depiction?,skateboarder | prehistoric humans | skateboard | text 'WHERE THE STONE AGE MEETS THE ROCK AGE.' | text 'ENCINO MAN',a humorous depiction of human evolution transitioning from stone age to rock age.,the skateboarder is riding a skateboard next to images of prehistoric humans.,the exact location where the stone age meets the rock age | the reason why the skateboarder is included in this context | the specific time period being depicted | the skateboarder's name or identity | the purpose of the text 'WHERE THE STONE AGE MEETS THE ROCK AGE.',comedy | humor | science fiction,amusement | curiosity | confusion,What is the significance of the skateboarder in this humorous depiction?,high,,,,,
A046,1621,1621,Soul Food (1997),Drama,1997-09-26,https://image.tmdb.org/t/p/w500/97t6YjxjTpwQ439MJcPiPDrMAg0.jpg,"Traditional Sunday dinners at Mama Joe's turn sour when sisters Teri, Bird and Maxine start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad to pull the family together and put the soul back into the family's weekly gatherings.",0.8,0.8150793650793652,the image implies an unresolved question: What is the theme of this movie?,woman wearing a black hat | woman with red hair smiling | man in a suit | child sitting with arms crossed | woman wearing a headscarf,a movie poster featuring a group of people in various poses,posing for the camera,the background details | the specific expressions of the characters | the exact location where the photo was taken | the time period depicted in the image | the color scheme of the poster,drama | comedy | family film,happy | confident | serious,What is the theme of this movie?,middle,,,,,
A047,3483,3483,"Road to El Dorado, The (2000)",Animation|Children,2000-03-31,https://image.tmdb.org/t/p/w500/tQuqhUBACMcGqCvliHxpJreBfXC.jpg,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",0.8,0.9775510204081632,the image implies an unresolved question: What is the story behind the characters and their journey to El Dorado?,two characters | a horse | ancient pyramids | trees | water,a jungle with ancient pyramids in the background,"one character riding a horse, another character holding a sword",the expressions of the characters | the exact location of the pyramids | the time of day depicted | the color of the sky | the specific type of horse being ridden,adventure | fantasy | historical fiction,excitement | determination | curiosity,What is the story behind the characters and their journey to El Dorado?,middle,,,,,
A048,1037,1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,1992-03-05,https://image.tmdb.org/t/p/w500/1VLqWcel87oYVmN383FgSH0mCTY.jpg,A simple man is turned into a genius through the application of computer science.,1.0,0.8883333333333334,the image implies an unresolved question: What is the significance of the eye-shaped portal and the alien figure in this suburban night scene?,man mowing lawn | alien figure in sky | eye-shaped portal | church building | cloudy night sky,a suburban landscape at night with a church and a cloudy sky.,"man mowing lawn, alien figure hovering above the eye-shaped portal.",identity of the man mowing the lawn | purpose of the alien figure's presence | exact location of the eye-shaped portal | weather conditions during the day | additional details about the church,science fiction | horror | paranormal,curiosity | fear | mystery,What is the significance of the eye-shaped portal and the alien figure in this suburban night scene?,high,,,,,
A049,2798,2798,Problem Child (1990),Children|Comedy,1990-07-27,https://image.tmdb.org/t/p/w500/4cJK28DhybQGEldJJPtTdKlSbWB.jpg,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",1.0,0.8710820895522389,the image implies an unresolved question: What is the reason behind the child sitting on top of the washing machine?,child sitting on washing machine | cat inside washing machine | woman with red hair | man with brown hair | blue laundry basket,"a domestic scene with household items like a washing machine, laundry basket, and snacks.","child sitting on washing machine, cat inside washing machine, woman looking at child, man looking at child",exact location within the home | weather conditions outside | time of day | specific type of cat | reasons behind the child's actions,comedy | family drama | humor,curiosity | surprise | concern,What is the reason behind the child sitting on top of the washing machine?,high,,,,,
A050,277,277,Miracle on 34th Street (1994),Drama,1994-11-18,https://image.tmdb.org/t/p/w500/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",0.7000000000000001,0.9671641791044776,the image implies an unresolved question: What is the significance of the snowflakes falling around them?,Santa Claus | child wearing red coat | snowflakes | Christmas tree | city street background,A snowy Christmas scene with Santa Claus and a child standing in front of a city street.,"Standing together, smiling at each other.",The exact location of the city street behind them. | The specific details of the Christmas tree they might be near.,Christmas film | Family drama | Children's holiday movie,Joyful | Nostalgic | Hopeful,What is the significance of the snowflakes falling around them?,low,,,,,
